学校,年份,省份,科别,专业,最低分\位次,贡献者
天津理工大学,2018,黑龙江,理工,计算机科学与技术(中外合作办学),458,张致宁
天津理工大学,2017,黑龙江,理工,计算机科学与技术(中外合作办学),483,张致宁
天津理工大学,2019,黑龙江,理工,工商管理(中外合作办学),422,张致宁
天津理工大学,2018,黑龙江,理工,工商管理(中外合作办学),469,张致宁
天津理工大学,2017,黑龙江,理工,工商管理(中外合作办学),483,张致宁
天津理工大学,2019,黑龙江,理工,工业工程（中外合作办学),0,张致宁
天津理工大学,2018,黑龙江,理工,工业工程（中外合作办学),452,张致宁
天津理工大学,2017,黑龙江,理工,工业工程（中外合作办学),481,张致宁
天津理工大学,2019,黑龙江,文史,英语,486,张致宁
天津理工大学,2018,黑龙江,文史,英语,509,张致宁
天津理工大学,2017,黑龙江,文史,英语,518,张致宁
天津理工大学,2019,黑龙江,文史,日语,484,张致宁
天津理工大学,2018,黑龙江,文史,日语,500,张致宁
天津理工大学,2017,黑龙江,文史,日语,512,张致宁
天津理工大学,2019,黑龙江,文史,社会工作,482,张致宁
天津理工大学,2018,黑龙江,文史,社会工作,484,张致宁
天津理工大学,2017,黑龙江,文史,社会工作,504,张致宁
天津理工大学,2019,黑龙江,文史,社会学,484,张致宁
天津理工大学,2018,黑龙江,文史,社会学,498,张致宁
天津理工大学,2017,黑龙江,文史,社会学,505,张致宁
天津理工大学,2019,黑龙江,文史,汉语言文学,486,张致宁
天津理工大学,2018,黑龙江,文史,汉语言文学,502,张致宁
天津理工大学,2017,黑龙江,文史,汉语言文学,510,张致宁
天津理工大学,2019,江苏,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2018,江苏,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2017,江苏,理工,数据科学与大数据技术,348,张致宁
天津理工大学,2019,江苏,理工,物联网工程,329,张致宁
天津理工大学,2018,江苏,理工,物联网工程,337,张致宁
天津理工大学,2017,江苏,理工,物联网工程,349,张致宁
天津理工大学,2019,江苏,理工,集成电路设计与集成系统,328,张致宁
天津理工大学,2018,江苏,理工,集成电路设计与集成系统,335,张致宁
天津理工大学,2017,江苏,理工,集成电路设计与集成系统,347,张致宁
天津理工大学,2019,江苏,理工,电子信息类,329,张致宁
天津理工大学,2018,江苏,理工,电子信息类,0,张致宁
天津理工大学,2017,江苏,理工,电子信息类,0,张致宁
天津理工大学,2019,江苏,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,江苏,理工,光电信息科学与工程,336,张致宁
天津理工大学,2017,江苏,理工,光电信息科学与工程,347,张致宁
天津理工大学,2019,江苏,理工,电子科学与技术,0,张致宁
天津理工大学,2018,江苏,理工,电子科学与技术,336,张致宁
天津理工大学,2017,江苏,理工,电子科学与技术,348,张致宁
天津理工大学,2019,江苏,理工,电波传播与天线,0,张致宁
天津理工大学,2018,江苏,理工,电波传播与天线,335,张致宁
天津理工大学,2017,江苏,理工,电波传播与天线,346,张致宁
天津理工大学,2019,江苏,理工,微电子科学与工程,0,张致宁
天津理工大学,2018,江苏,理工,微电子科学与工程,336,张致宁
天津理工大学,2017,江苏,理工,微电子科学与工程,347,张致宁
天津理工大学,2019,江苏,理工,能源动力类,329,张致宁
天津理工大学,2018,江苏,理工,能源动力类,336,张致宁
天津理工大学,2017,江苏,理工,能源动力类,346,张致宁
天津理工大学,2019,江苏,理工,工商管理类,327,张致宁
天津理工大学,2018,江苏,理工,工商管理类,335,张致宁
天津理工大学,2017,江苏,理工,工商管理类,346,张致宁
天津理工大学,2019,江苏,理工,管理科学与工程类,327,张致宁
天津理工大学,2018,江苏,理工,管理科学与工程类,335,张致宁
天津理工大学,2017,江苏,理工,管理科学与工程类,346,张致宁
天津理工大学,2019,江苏,理工,保险学,327,张致宁
天津理工大学,2018,江苏,理工,保险学,335,张致宁
天津理工大学,2017,江苏,理工,保险学,346,张致宁
天津理工大学,2019,江苏,理工,化学工程与工艺,327,张致宁
天津理工大学,2018,江苏,理工,化学工程与工艺,335,张致宁
天津理工大学,2017,江苏,理工,化学工程与工艺,346,张致宁
天津理工大学,2019,江苏,理工,药学,329,张致宁
天津理工大学,2018,江苏,理工,药学,335,张致宁
天津理工大学,2017,江苏,理工,药学,346+,张致宁
天津理工大学,2019,江苏,理工,应用化学,326-5+57,张致宁
天津理工大学,2018,江苏,理工,应用化学,335,张致宁
天津理工大学,2017,江苏,理工,应用化学,346,张致宁
天津理工大学,2019,江苏,理工,机械类,328,张致宁
天津理工大学,2018,江苏,理工,机械类,335,张致宁
天津理工大学,2017,江苏,理工,机械类,346,张致宁
天津理工大学,2019,江苏,理工,过程装备与控制工程,327,张致宁
天津理工大学,2018,江苏,理工,过程装备与控制工程,335,张致宁
天津理工大学,2017,江苏,理工,过程装备与控制工程,346,张致宁
天津理工大学,2019,江苏,理工,机器人工程,0,张致宁
天津理工大学,2018,江苏,理工,机器人工程,336,张致宁
天津理工大学,2017,江苏,理工,机器人工程,347,张致宁
天津理工大学,2019,江苏,理工,环境工程,330,张致宁
天津理工大学,2018,江苏,理工,环境工程,335,张致宁
天津理工大学,2017,江苏,理工,环境工程,346,张致宁
天津理工大学,2019,江苏,理工,环境科学,327,张致宁
天津理工大学,2018,江苏,理工,环境科学,335,张致宁
天津理工大学,2017,江苏,理工,环境科学,346,张致宁
天津理工大学,2019,江苏,理工,安全工程,327,张致宁
天津理工大学,2018,江苏,理工,安全工程,3350,张致宁
天津理工大学,2017,江苏,理工,安全工程,346,张致宁
天津理工大学,2019,江苏,理工,资源循环科学与工程,327,张致宁
天津理工大学,2018,江苏,理工,资源循环科学与工程,335,张致宁
天津理工大学,2017,江苏,理工,资源循环科学与工程,346,张致宁
天津理工大学,2019,江苏,理工,英语,326,张致宁
天津理工大学,2018,江苏,理工,英语,335,张致宁
天津理工大学,2017,江苏,理工,英语,346,张致宁
天津理工大学,2019,江苏,理工,日语,326,张致宁
天津理工大学,2018,江苏,理工,日语,336,张致宁
天津理工大学,2017,江苏,理工,日语,346,张致宁
天津理工大学,2019,江苏,理工,应用物理学,327,张致宁
天津理工大学,2018,江苏,理工,应用物理学,335,张致宁
天津理工大学,2017,江苏,理工,应用物理学,346,张致宁
天津理工大学,2019,浙江,理工,集成电路设计与集成系统,565,张致宁
天津理工大学,2018,浙江,理工,集成电路设计与集成系统,582,张致宁
天津理工大学,2017,浙江,理工,集成电路设计与集成系统,593,张致宁
天津理工大学,2019,浙江,理工,电子信息类,570,张致宁
天津理工大学,2018,浙江,理工,电子信息类,0,张致宁
天津理工大学,2017,浙江,理工,电子信息类,0,张致宁
天津理工大学,2019,浙江,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,浙江,理工,光电信息科学与工程,588,张致宁
天津理工大学,2017,浙江,理工,光电信息科学与工程,599,张致宁
天津理工大学,2019,浙江,理工,电子科学与技术,0,张致宁
天津理工大学,2018,浙江,理工,电子科学与技术,587,张致宁
天津理工大学,2017,浙江,理工,电子科学与技术,595,张致宁
天津理工大学,2019,浙江,理工,电波传播与天线,0,张致宁
天津理工大学,2018,浙江,理工,电波传播与天线,582,张致宁
天津理工大学,2017,浙江,理工,电波传播与天线,587,张致宁
天津理工大学,2019,浙江,理工,微电子科学与工程,0,张致宁
天津理工大学,2018,浙江,理工,微电子科学与工程,587,张致宁
天津理工大学,2017,浙江,理工,微电子科学与工程,594,张致宁
天津理工大学,2019,浙江,理工,能源动力类,564,张致宁
天津理工大学,2018,浙江,理工,能源动力类,580,张致宁
天津理工大学,2017,浙江,理工,能源动力类,585,张致宁
天津理工大学,2019,浙江,理工,材料类,564,张致宁
天津理工大学,2018,浙江,理工,材料类,0,张致宁
天津理工大学,2017,浙江,理工,材料类,0,张致宁
天津理工大学,2019,浙江,理工,材料物理,0,张致宁
天津理工大学,2018,浙江,理工,材料物理,583,张致宁
天津理工大学,2017,浙江,理工,材料物理,584,张致宁
天津理工大学,2019,浙江,理工,功能材料,0,张致宁
天津理工大学,2018,浙江,理工,功能材料,574,张致宁
天津理工大学,2017,浙江,理工,功能材料,583,张致宁
天津理工大学,2019,浙江,理工,材料科学与工程,0,张致宁
天津理工大学,2018,浙江,理工,材料科学与工程,585,张致宁
天津理工大学,2017,浙江,理工,材料科学与工程,593,张致宁
天津理工大学,2019,浙江,理工,测控技术与仪器,563,张致宁
天津理工大学,2018,浙江,理工,测控技术与仪器,578,张致宁
天津理工大学,2017,浙江,理工,测控技术与仪器,585,张致宁
天津理工大学,2019,浙江,理工,工商管理类,570,张致宁
天津理工大学,2018,浙江,理工,工商管理类,584,张致宁
天津理工大学,2017,浙江,理工,工商管理类,591,张致宁
天津理工大学,2019,浙江,理工,管理科学与工程类,566,张致宁
天津理工大学,2018,浙江,理工,管理科学与工程类,579,张致宁
天津理工大学,2017,浙江,理工,管理科学与工程类,589,张致宁
天津理工大学,2019,浙江,理工,保险学,564,张致宁
天津理工大学,2018,浙江,理工,保险学,574,张致宁
天津理工大学,2017,浙江,理工,保险学,582,张致宁
天津理工大学,2019,浙江,理工,工业工程类,0,张致宁
天津理工大学,2018,浙江,理工,工业工程类,579,张致宁
天津理工大学,2017,浙江,理工,工业工程类,0,张致宁
天津理工大学,2019,浙江,理工,物流管理与工程类,0,张致宁
天津理工大学,2018,浙江,理工,物流管理与工程类,577,张致宁
天津理工大学,2017,浙江,理工,物流管理与工程类,0,张致宁
天津理工大学,2019,浙江,理工,化学工程与工艺,564,张致宁
天津理工大学,2018,浙江,理工,化学工程与工艺,578,张致宁
天津理工大学,2017,浙江,理工,化学工程与工艺,587,张致宁
天津理工大学,2019,浙江,理工,药学,574,张致宁
天津理工大学,2018,浙江,理工,药学,588,张致宁
天津理工大学,2017,浙江,理工,药学,594,张致宁
天津理工大学,2019,浙江,理工,应用化学,566,张致宁
天津理工大学,2018,浙江,理工,应用化学,582,张致宁
天津理工大学,2017,浙江,理工,应用化学,586,张致宁
天津理工大学,2019,浙江,理工,机械类,568,张致宁
天津理工大学,2018,浙江,理工,机械类,583,张致宁
天津理工大学,2017,浙江,理工,机械类,589,张致宁
天津理工大学,2019,浙江,理工,过程装备与控制工程,560,张致宁
天津理工大学,2018,浙江,理工,过程装备与控制工程,574,张致宁
天津理工大学,2017,浙江,理工,过程装备与控制工程,577,张致宁
天津理工大学,2019,浙江,理工,安全工程,559,张致宁
天津理工大学,2018,浙江,理工,安全工程,576,张致宁
天津理工大学,2017,浙江,理工,安全工程,580,张致宁
天津理工大学,2019,浙江,理工,环境科学,568,张致宁
天津理工大学,2018,浙江,理工,环境科学,581,张致宁
天津理工大学,2017,浙江,理工,环境科学,586,张致宁
天津理工大学,2019,浙江,理工,环境工程,567,张致宁
天津理工大学,2018,浙江,理工,环境工程,583,张致宁
天津理工大学,2017,浙江,理工,环境工程,588,张致宁
天津理工大学,2019,浙江,理工,资源循环科学与工程,560,张致宁
天津理工大学,2018,浙江,理工,资源循环科学与工程,573,张致宁
天津理工大学,2017,浙江,理工,资源循环科学与工程,580,张致宁
天津理工大学,2019,浙江,理工,自然地理与资源环境,562,张致宁
天津理工大学,2018,浙江,理工,自然地理与资源环境,577,张致宁
天津理工大学,2017,浙江,理工,自然地理与资源环境,585,张致宁
天津理工大学,2019,安徽,理工,计算机科学与技术,552,张致宁
天津理工大学,2018,安徽,理工,计算机科学与技术,582,张致宁
